record_id,taxpayer_id,tin,business_name,owner_name,taxpayer_type,business_sector,lga,registration_date,tax_year,tax_month,tax_type,filing_due_date,filing_date,filing_status,amount_assessed,amount_paid,outstanding_balance,payment_status,payment_method,payment_date,audit_status,audit_result,penalty,annual_turnover,risk_level,compliance_score,revenue_office,notification_sent,registration_year,registration_month,filing_month,payment_month
468,100298,KAD-TIN-202500467,"Parker, Smith and Houston",Mary Gallagher,Sme,Ict,Soba,2024-07-02,2025,Oct,Withholding Tax,2024-08-16,,Not Filed,1016277,74659,941618,Partial,Bank Transfer,2024-08-15,Audited,No Issue,74475,95494251,Low,53,Zaria,Yes,2024,July,August,August
469,100201,KAD-TIN-202500468,Perez-Wade,Karen English,Individual,Ict,Kaduna North,2024-06-22,2025,Feb,Paye,2025-05-01,,Filed,1547714,1547714,0,Paid,Pos,2025-05-23,Audited,Underpayment,55112,165784485,Medium,50,Kaduna South,No,2024,June,May,May
470,100067,KAD-TIN-202500469,Rojas LLC,Daniel Wilkerson,Individual,Ict,Ikara,2024-12-04,2025,Apr,Business Premises,2025-03-31,,Not Filed,3688290,1842112,1846178,Partial,Portal,2025-04-21,Not Audited,Pending,112601,343526644,Low,25,Zaria,Yes,2024,December,March,April
471,100336,KAD-TIN-202500470,"Green, Alvarez and Brown",Megan Harrington,Individual,Retail,Soba,2025-03-13,2025,May,Business Premises,2026-01-11,,Late,1296269,1296269,0,Paid,Portal,2026-01-22,Audited,Underpayment,173933,332114649,Low,41,Zaria,No,2025,March,January,January
472,100532,KAD-TIN-202500471,"Sweeney, Chen and Haynes",Aaron Gonzalez,Sme,Ict,Kagarko,2025-01-19,2025,Dec,Withholding Tax,2026-01-14,,Not Filed,3189571,1045614,2143957,Partial,Portal,2026-02-12,Not Audited,Underpayment,152354,217256282,High,94,Zaria,Yes,2025,January,January,February
473,100241,KAD-TIN-202500472,"Crawford, Foley and Richard",Anthony Chapman,Sme,Ict,Kaduna South,2024-04-16,2025,Jul,Road Tax,2024-09-05,,Filed,3842322,3842322,0,Paid,Pos,2024-09-26,Not Audited,Pending,22219,74118037,Low,57,Kaduna South,No,2024,April,September,September
474,100525,KAD-TIN-202500473,"Clark, Wilkinson and Bailey",Jamie Day,Corporate,Agriculture,Kauru,2024-04-27,2025,Aug,Road Tax,2025-03-21,,Filed,3952825,3952825,0,Paid,Portal,2025-04-11,Not Audited,Underpayment,71570,207283830,Low,42,Kaduna South,Yes,2024,April,March,April
475,100085,KAD-TIN-202500474,Hughes Ltd,Anthony Swanson,Sme,Healthcare,Lere,2024-05-15,2025,Sep,Paye,2025-05-10,,Filed,3062289,3062289,0,Paid,Ngn,2025-05-22,Audited,No Issue,18703,195400709,Low,89,Kaduna North,No,2024,May,May,May
476,100700,KAD-TIN-202500475,Moore-Brown,Melissa Vasquez,Sme,Ict,Zaria,2024-04-10,2025,Oct,Business Premises,2024-10-25,,Late,2589362,2589362,0,Paid,Ngn,2024-10-23,Not Audited,Underpayment,90867,422438779,Medium,71,Zaria,Yes,2024,April,October,October
477,100234,KAD-TIN-202500476,Thompson-Johnson,Brandon Mejia,Individual,Ict,Kudan,2024-08-29,2025,Apr,Road Tax,2025-08-28,,Not Filed,1302260,416814,885446,Partial,Portal,2025-09-16,Audited,Underpayment,49242,232206472,High,73,Kaduna North,No,2024,August,August,September
478,100143,KAD-TIN-202500477,Alvarez-Foster,Nicole Boyd,Corporate,Ict,Kaduna South,2024-08-18,2025,Dec,Paye,2025-06-29,2025-09-07,Filed,3193212,3193212,0,Paid,Ngn,2025-07-18,Audited,Underpayment,111599,370166102,Medium,88,Kaduna South,No,2024,August,June,July
479,100158,KAD-TIN-202500478,Smith Inc,Lisa Galloway,Sme,Healthcare,Soba,2024-10-27,2025,Oct,Road Tax,2024-12-07,,Not Filed,320188,36473,283715,Partial,Portal,2024-12-18,Not Audited,No Issue,140113,209465088,Low,80,Kaduna North,No,2024,October,December,December
480,100176,KAD-TIN-202500479,Jones-Moore,Tina Braun,Individual,Healthcare,Jaba,2024-10-18,2025,Jan,Road Tax,2025-07-06,,Not Filed,2605551,195541,2410010,Partial,Bank Transfer,2025-07-15,Audited,No Issue,101159,154373424,Low,49,Kaduna South,Yes,2024,October,July,July
481,100012,KAD-TIN-202500480,Cameron and Sons,Heather Harris,Individual,Agriculture,Kauru,2024-08-20,2025,Jul,Business Premises,2024-10-18,,Late,4399759,4399759,0,Paid,Pos,2024-11-11,Not Audited,Pending,18025,210838968,Low,36,Kaduna North,No,2024,August,October,November
482,100318,KAD-TIN-202500481,Thompson-Moss,Robert Hartman,Corporate,Ict,Lere,2024-08-09,2025,Dec,Road Tax,2025-05-09,2025-12-05,Filed,4874216,4874216,0,Paid,Pos,2025-05-07,Audited,Underpayment,16769,444694425,Medium,97,Kaduna North,No,2024,August,May,May
483,100474,KAD-TIN-202500482,Reyes-Kelly,Nicole Le,Corporate,Retail,Giwa,2025-04-11,2025,May,Road Tax,2026-02-26,2026-04-03,Late,3910475,3910475,0,Paid,Ngn,2026-03-21,Audited,Underpayment,65309,98410261,High,75,Kaduna South,No,2025,April,February,March
484,100403,KAD-TIN-202500483,Rodriguez Group,Emily Spencer,Corporate,Retail,Kachia,2025-04-11,2025,Mar,Withholding Tax,2025-08-12,,Not Filed,4819890,400699,4419191,Partial,Ngn,2025-08-14,Audited,Underpayment,107814,411020901,High,35,Kaduna South,Yes,2025,April,August,August
485,100462,KAD-TIN-202500484,"Bryant, Manning and Patterson",Gabriela Johnson,Individual,Agriculture,Jema'A,2025-01-21,2025,Sep,Paye,2025-04-14,,Not Filed,2784796,860033,1924763,Partial,Portal,2025-04-13,Audited,Pending,182055,364721833,High,79,Kaduna South,No,2025,January,April,April
486,100039,KAD-TIN-202500485,Dunn PLC,Brenda Pineda,Individual,Agriculture,Igabi,2025-01-16,2025,Dec,Business Premises,2025-09-07,2025-12-09,Filed,3377545,3377545,0,Paid,Portal,2025-10-06,Not Audited,No Issue,21639,296435331,High,51,Zaria,No,2025,January,September,October
487,100175,KAD-TIN-202500486,Romero Group,Andrea Baker,Individual,Healthcare,Igabi,2024-03-12,2025,Mar,Withholding Tax,2024-12-08,2024-06-12,Late,1403640,1403640,0,Paid,Portal,2024-12-16,Audited,Pending,2938,365667304,Medium,39,Kaduna South,No,2024,March,December,December
488,100222,KAD-TIN-202500487,Hester Group,Craig Navarro,Sme,Retail,Soba,2024-04-01,2025,Sep,Paye,2024-08-19,,Not Filed,338944,139538,199406,Partial,Portal,2024-09-05,Not Audited,No Issue,156815,4504896,Low,68,Kaduna North,Yes,2024,April,August,September
489,100017,KAD-TIN-202500488,Johns and Sons,Jessica Miller,Sme,Retail,Birnin Gwari,2024-07-10,2025,Jun,Business Premises,2024-12-09,,Filed,816604,816604,0,Paid,Bank Transfer,2024-12-21,Audited,Pending,44009,390700714,Low,25,Kaduna South,Yes,2024,July,December,December
490,100642,KAD-TIN-202500489,Melton LLC,Scott Caldwell,Individual,Healthcare,Jema'A,2025-02-21,2025,Sep,Road Tax,2025-09-06,,Late,4764851,4764851,0,Paid,Bank Transfer,2025-09-18,Audited,No Issue,93474,175606783,Low,21,Kaduna South,No,2025,February,September,September
491,100226,KAD-TIN-202500490,"Anderson, Leach and Cook",David Jones,Individual,Agriculture,Soba,2024-01-07,2025,Oct,Withholding Tax,2024-08-23,,Filed,3898491,3898491,0,Paid,Bank Transfer,2024-09-03,Not Audited,Underpayment,156989,270207834,Low,88,Zaria,Yes,2024,January,August,September
492,100398,KAD-TIN-202500491,"Bernard, Morgan and Bryant",Tony Richardson,Corporate,Ict,Kagarko,2024-05-08,2025,Mar,Withholding Tax,2024-07-25,,Not Filed,2770880,1323038,1447842,Partial,Portal,2024-07-27,Not Audited,No Issue,159523,491681707,High,77,Kaduna South,Yes,2024,May,July,July
493,100022,KAD-TIN-202500492,"Shannon, Banks and Hunt",Andrea Garcia,Corporate,Retail,Kaduna South,2024-09-14,2025,Apr,Road Tax,2025-08-10,,Not Filed,161498,30488,131010,Partial,Pos,2025-08-13,Audited,No Issue,98179,269751743,Medium,45,Kaduna North,No,2024,September,August,August
494,100613,KAD-TIN-202500493,Mcbride-Blackburn,Jason Mcdowell,Sme,Agriculture,Ikara,2024-04-14,2025,May,Withholding Tax,2025-04-07,,Filed,2047025,2047025,0,Paid,Bank Transfer,2025-05-01,Not Audited,No Issue,60033,456694683,High,62,Kaduna South,Yes,2024,April,April,May
495,100228,KAD-TIN-202500494,"Andrade, Blanchard and Robertson",Nathaniel Rodriguez,Corporate,Manufacturing,Lere,2024-04-15,2025,Jun,Business Premises,2025-02-15,,Filed,2133210,2133210,0,Paid,Bank Transfer,2025-02-17,Not Audited,No Issue,50453,29974656,High,38,Kaduna North,Yes,2024,April,February,February
496,100242,KAD-TIN-202500495,"Arnold, Reed and Martin",Aaron Smith,Corporate,Retail,Kauru,2024-02-16,2025,Dec,Road Tax,2024-06-13,,Not Filed,4654063,857203,3796860,Partial,Ngn,2024-06-21,Audited,No Issue,111153,96723089,High,51,Kaduna South,No,2024,February,June,June
497,100493,KAD-TIN-202500496,"Price, Keller and Jimenez",John Kelly,Individual,Agriculture,Kaura,2024-10-22,2025,Jul,Business Premises,2025-07-08,,Not Filed,1739474,285066,1454408,Partial,Portal,2025-08-03,Not Audited,Pending,159749,396561523,Medium,39,Kaduna South,Yes,2024,October,July,August
498,100308,KAD-TIN-202500497,Thompson PLC,Richard Diaz,Corporate,Healthcare,Ikara,2025-01-25,2025,Sep,Business Premises,2025-09-07,2025-10-09,Late,748207,748207,0,Paid,Portal,2025-10-04,Not Audited,Underpayment,74245,203405451,High,97,Kaduna South,Yes,2025,January,September,October
499,100159,KAD-TIN-202500498,"Knight, Boyd and Kent",Heather Lozano,Individual,Retail,Birnin Gwari,2024-06-19,2025,Sep,Withholding Tax,2024-09-26,,Not Filed,3986425,410445,3575980,Partial,Portal,2024-10-19,Not Audited,Underpayment,194561,202330641,Medium,82,Kaduna South,Yes,2024,June,September,October
500,100580,KAD-TIN-202500499,"Pierce, Ramirez and Chavez",Dawn Evans,Individual,Ict,Kauru,2024-07-28,2025,May,Withholding Tax,2024-09-15,,Filed,3278154,3278154,0,Paid,Portal,2024-10-06,Audited,Pending,101012,499420970,Medium,51,Kaduna North,No,2024,July,September,October
501,100268,KAD-TIN-202500500,Jimenez-Guerrero,Eric Stewart,Corporate,Manufacturing,Zangon Kataf,2024-01-18,2025,Mar,Withholding Tax,2024-08-20,,Not Filed,287029,38766,248263,Partial,Pos,2024-08-28,Audited,No Issue,24197,347958214,High,69,Kaduna South,Yes,2024,January,August,August
502,100438,KAD-TIN-202500501,"Mendez, Escobar and Lane",Karen Haney,Sme,Agriculture,Lere,2024-09-22,2025,Sep,Road Tax,2025-01-26,2025-08-02,Late,1441029,1441029,0,Paid,Ngn,2025-02-19,Audited,No Issue,166770,309418561,Medium,38,Kaduna South,Yes,2024,September,January,February
503,100173,KAD-TIN-202500502,Scott Inc,Thomas Morales,Sme,Retail,Igabi,2025-04-21,2025,Feb,Road Tax,2025-12-10,,Not Filed,2634533,13464,2621069,Partial,Portal,2025-12-26,Not Audited,No Issue,46242,203139434,Low,37,Kaduna North,No,2025,April,December,December
504,100581,KAD-TIN-202500503,Rice-Collins,John Brown,Individual,Ict,Jema'A,2024-04-03,2025,Jan,Business Premises,2025-01-15,2025-04-02,Filed,3830416,3830416,0,Paid,Pos,2025-01-29,Not Audited,Underpayment,164321,492147791,High,33,Zaria,Yes,2024,April,January,January
505,100128,KAD-TIN-202500504,Arellano Ltd,Christine Waller,Sme,Retail,Kagarko,2024-02-10,2025,Jan,Business Premises,2024-08-08,,Filed,3218616,3218616,0,Paid,Portal,2024-08-12,Audited,No Issue,69751,405618851,Low,94,Kaduna North,Yes,2024,February,August,August
506,100618,KAD-TIN-202500505,Carter PLC,Nicole Mejia,Corporate,Agriculture,Kudan,2024-04-18,2025,Aug,Withholding Tax,2025-02-09,,Filed,3201313,3201313,0,Paid,Portal,2025-02-28,Not Audited,Pending,89935,171234488,Low,66,Zaria,No,2024,April,February,February
507,100339,KAD-TIN-202500506,Farrell-Johnson,James Hayes,Individual,Retail,Kubau,2024-07-12,2025,Dec,Road Tax,2025-06-19,2025-07-07,Filed,3036589,3036589,0,Paid,Pos,2025-06-18,Audited,Pending,73260,377414833,Low,67,Kaduna South,No,2024,July,June,June
508,100654,KAD-TIN-202500507,Brown-Haynes,Thomas Alvarez,Sme,Retail,Soba,2024-09-20,2025,Jun,Paye,2025-05-19,,Not Filed,1626512,3281,1623231,Partial,Ngn,2025-06-14,Audited,Pending,127018,216837051,High,98,Kaduna North,No,2024,September,May,June
509,100395,KAD-TIN-202500508,Lewis PLC,Diana Moore,Sme,Healthcare,Jema'A,2024-08-07,2025,Dec,Business Premises,2025-05-07,,Not Filed,892683,384973,507710,Partial,Bank Transfer,2025-05-13,Not Audited,No Issue,78996,448866709,High,90,Kaduna South,Yes,2024,August,May,May
510,100679,KAD-TIN-202500509,"Mcpherson, Burton and Grant",Michael Richardson,Corporate,Ict,Kachia,2025-04-03,2025,Apr,Business Premises,2025-12-17,2026-05-01,Filed,4094722,4094722,0,Paid,Bank Transfer,2025-12-21,Not Audited,Pending,7660,88025658,Medium,69,Kaduna South,Yes,2025,April,December,December
511,100687,KAD-TIN-202500510,Garcia and Sons,Julia Woods,Individual,Ict,Makarfi,2025-01-03,2025,Nov,Road Tax,2025-06-13,,Not Filed,4045513,1995448,2050065,Partial,Bank Transfer,2025-07-02,Audited,Pending,157464,36717845,High,63,Kaduna South,No,2025,January,June,July
512,100239,KAD-TIN-202500511,Gonzalez-Shields,Sherry Webb,Individual,Agriculture,Igabi,2024-11-30,2025,May,Paye,2025-11-23,,Not Filed,3715505,1695437,2020068,Partial,Bank Transfer,2025-11-26,Not Audited,Pending,155241,103015680,High,34,Zaria,No,2024,November,November,November
513,100002,KAD-TIN-202500512,Rodriguez Group,Elizabeth Dixon,Sme,Retail,Sabon Gari,2024-03-06,2025,Sep,Business Premises,2024-09-12,,Late,4889529,4889529,0,Paid,Portal,2024-09-30,Not Audited,Pending,33110,281039398,High,97,Zaria,Yes,2024,March,September,September
514,100472,KAD-TIN-202500513,"Hartman, Christian and Owens",Natalie Rivera,Sme,Ict,Kaduna South,2024-02-24,2025,Apr,Road Tax,2024-10-13,,Filed,4565528,4565528,0,Paid,Portal,2024-10-20,Not Audited,No Issue,195837,359207439,High,24,Zaria,No,2024,February,October,October
515,100588,KAD-TIN-202500514,Clark-Green,Jennifer Odonnell,Sme,Ict,Kudan,2024-06-07,2025,May,Road Tax,2025-03-21,,Not Filed,1085691,286735,798956,Partial,Bank Transfer,2025-04-09,Audited,Pending,55210,457304086,High,48,Zaria,Yes,2024,June,March,April
516,100307,KAD-TIN-202500515,Pearson-Hardy,Douglas Henderson,Corporate,Ict,Birnin Gwari,2025-04-17,2025,Sep,Road Tax,2025-08-16,,Late,3336722,3336722,0,Paid,Portal,2025-09-13,Not Audited,Underpayment,102514,40559796,High,56,Kaduna South,Yes,2025,April,August,September
517,100135,KAD-TIN-202500516,Miller-Cain,Michael Sanchez,Sme,Healthcare,Chikun,2024-12-24,2025,Dec,Withholding Tax,2025-10-30,2025-08-11,Late,866375,866375,0,Paid,Pos,2025-11-05,Not Audited,Pending,126469,158273227,Low,46,Kaduna North,Yes,2024,December,October,November
518,100590,KAD-TIN-202500517,Jones Inc,Sharon Mills,Individual,Ict,Kaura,2025-01-11,2025,Jul,Business Premises,2026-01-09,2026-05-01,Filed,3088570,3088570,0,Paid,Bank Transfer,2026-01-29,Not Audited,No Issue,13755,65000106,High,63,Zaria,No,2025,January,January,January
519,100035,KAD-TIN-202500518,"Allen, Turner and Curry",Jennifer Sullivan,Individual,Ict,Kaura,2025-05-11,2025,Aug,Withholding Tax,2025-08-25,,Not Filed,3438947,513804,2925143,Partial,Pos,2025-09-16,Audited,Underpayment,170475,207138870,Medium,100,Zaria,No,2025,May,August,September
520,100085,KAD-TIN-202500519,Chang-Ortiz,Adam Norton,Individual,Manufacturing,Soba,2024-07-07,2025,Nov,Business Premises,2024-08-11,2024-06-08,Filed,1028343,1028343,0,Paid,Portal,2024-08-26,Audited,Pending,47473,208136890,Medium,75,Kaduna South,Yes,2024,July,August,August
521,100190,KAD-TIN-202500520,Torres PLC,Michael Reilly,Sme,Retail,Kaura,2024-02-20,2025,Sep,Road Tax,2024-09-03,,Filed,4558969,4558969,0,Paid,Bank Transfer,2024-09-14,Audited,No Issue,157051,375241190,Low,20,Zaria,No,2024,February,September,September
522,100132,KAD-TIN-202500521,"Mcintyre, Campbell and Huang",Brittany Coleman,Corporate,Ict,Soba,2025-02-13,2025,Mar,Paye,2025-08-22,2025-03-09,Filed,378356,378356,0,Paid,Ngn,2025-08-22,Audited,No Issue,132683,162297800,Medium,89,Kaduna North,No,2025,February,August,August
523,100048,KAD-TIN-202500522,"Mcclure, Coleman and Merritt",Terry Salinas,Corporate,Agriculture,Zangon Kataf,2025-05-15,2025,Sep,Road Tax,2025-06-14,,Filed,2571615,2571615,0,Paid,Portal,2025-07-02,Not Audited,Pending,141088,276121105,Low,32,Zaria,Yes,2025,May,June,July
524,100307,KAD-TIN-202500523,Jackson-Rogers,Terri Briggs,Individual,Ict,Sanga,2024-05-01,2025,Sep,Business Premises,2024-06-18,2024-01-07,Filed,1238391,1238391,0,Paid,Ngn,2024-07-03,Audited,Pending,163135,228567585,Low,90,Kaduna South,No,2024,May,June,July
525,100468,KAD-TIN-202500524,Williams Ltd,Preston Chambers,Individual,Agriculture,Zangon Kataf,2024-07-14,2025,Jul,Business Premises,2025-07-11,,Filed,3405941,3405941,0,Paid,Pos,2025-07-13,Not Audited,Pending,182662,348588413,Low,67,Zaria,Yes,2024,July,July,July
526,100389,KAD-TIN-202500525,Glover Inc,Jose Nicholson,Individual,Healthcare,Kachia,2024-08-02,2025,Feb,Withholding Tax,2024-11-18,,Late,3687528,3687528,0,Paid,Bank Transfer,2024-12-12,Audited,Underpayment,167818,49767636,Medium,62,Kaduna South,Yes,2024,August,November,December
527,100101,KAD-TIN-202500526,Mercer LLC,Elizabeth Cline,Sme,Ict,Kaura,2025-03-20,2025,Feb,Paye,2025-08-12,2025-12-08,Late,132739,132739,0,Paid,Ngn,2025-09-10,Audited,Pending,91462,378054203,High,56,Zaria,No,2025,March,August,September
528,100326,KAD-TIN-202500527,Adams LLC,Michael Campbell,Sme,Ict,Kajuru,2024-11-07,2025,Dec,Road Tax,2025-01-26,2025-05-02,Filed,1482333,1482333,0,Paid,Pos,2025-02-09,Audited,Pending,134628,384908503,Low,36,Kaduna North,No,2024,November,January,February
529,100256,KAD-TIN-202500528,Phillips PLC,James Mcclain,Corporate,Healthcare,Kauru,2024-10-17,2025,Dec,Road Tax,2025-04-01,2025-01-04,Filed,3155049,3155049,0,Paid,Portal,2025-04-21,Not Audited,Pending,75188,150081329,Medium,86,Zaria,Yes,2024,October,April,April
530,100417,KAD-TIN-202500529,Cooley Group,Sarah Lawson,Sme,Retail,Soba,2024-06-05,2025,Feb,Paye,2025-05-26,,Filed,2614074,2614074,0,Paid,Pos,2025-05-29,Audited,Pending,15050,47411291,High,56,Zaria,No,2024,June,May,May
531,100140,KAD-TIN-202500530,"Norman, Armstrong and Garcia",John Diaz,Sme,Manufacturing,Lere,2025-02-17,2025,Nov,Paye,2025-03-24,,Late,4317136,4317136,0,Paid,Bank Transfer,2025-04-03,Audited,Pending,111405,379201055,High,64,Kaduna North,Yes,2025,February,March,April
532,100231,KAD-TIN-202500531,Hale PLC,Carly Tran,Individual,Retail,Kajuru,2024-11-06,2025,Mar,Withholding Tax,2025-07-23,,Filed,4441573,4441573,0,Paid,Portal,2025-08-21,Not Audited,No Issue,97854,62791776,Medium,51,Zaria,Yes,2024,November,July,August
533,100272,KAD-TIN-202500532,"Lara, Hunt and Phillips",Heather Vargas,Individual,Retail,Soba,2024-05-28,2025,Oct,Road Tax,2024-11-27,,Late,2512434,2512434,0,Paid,Ngn,2024-12-27,Audited,Underpayment,161939,457455395,Medium,27,Kaduna South,Yes,2024,May,November,December
534,100363,KAD-TIN-202500533,Sullivan LLC,Douglas Yates,Individual,Retail,Kajuru,2024-11-11,2025,Dec,Business Premises,2025-08-03,2025-10-08,Late,2552746,2552746,0,Paid,Ngn,2025-08-01,Audited,Underpayment,128986,108055863,Low,87,Zaria,Yes,2024,November,August,August
535,100160,KAD-TIN-202500534,Yang-Sharp,Cody Vasquez,Corporate,Agriculture,Kachia,2024-07-29,2025,Aug,Road Tax,2024-10-30,2024-05-11,Late,107969,107969,0,Paid,Ngn,2024-11-20,Not Audited,No Issue,140621,437694289,Medium,33,Kaduna South,No,2024,July,October,November
536,100006,KAD-TIN-202500535,Peterson Inc,Robin Wilson,Sme,Ict,Igabi,2024-03-23,2025,Apr,Withholding Tax,2024-07-02,,Late,3690321,3690321,0,Paid,Pos,2024-07-25,Not Audited,Pending,86825,485719518,Low,40,Zaria,Yes,2024,March,July,July
537,100432,KAD-TIN-202500536,Burke-King,Pamela Guerrero,Sme,Healthcare,Kudan,2025-04-30,2025,Nov,Business Premises,2026-01-30,,Not Filed,2279688,249125,2030563,Partial,Ngn,2026-02-22,Not Audited,No Issue,28765,59917411,Low,36,Kaduna North,No,2025,April,January,February
538,100695,KAD-TIN-202500537,Patel-Mason,Kevin Martin,Sme,Manufacturing,Sanga,2024-09-13,2025,Dec,Paye,2024-10-19,,Not Filed,2033947,54567,1979380,Partial,Portal,2024-11-16,Not Audited,Underpayment,127383,46353533,Medium,51,Zaria,Yes,2024,September,October,November
539,100288,KAD-TIN-202500538,"Walker, Jones and Miller",Brad Adams,Individual,Agriculture,Zaria,2025-01-08,2025,Apr,Road Tax,2025-10-26,,Filed,2142679,2142679,0,Paid,Portal,2025-10-30,Audited,No Issue,154978,339642361,High,39,Kaduna North,Yes,2025,January,October,October
540,100197,KAD-TIN-202500539,Santiago-Brown,Kristina Wagner,Individual,Manufacturing,Birnin Gwari,2024-03-08,2025,Oct,Business Premises,2024-10-29,,Filed,2347317,2347317,0,Paid,Bank Transfer,2024-11-20,Not Audited,Pending,80332,377894927,High,49,Kaduna North,No,2024,March,October,November
541,100438,KAD-TIN-202500540,Farley-Stone,Tyler Chavez,Corporate,Retail,Kaduna South,2024-08-06,2025,Feb,Withholding Tax,2025-05-08,,Filed,4327046,4327046,0,Paid,Ngn,2025-05-28,Not Audited,No Issue,83844,482556501,Low,43,Kaduna North,Yes,2024,August,May,May
542,100484,KAD-TIN-202500541,"Gibson, Munoz and Johnson",Andrew Freeman,Sme,Healthcare,Igabi,2024-01-27,2025,Jul,Business Premises,2024-08-08,2024-11-08,Filed,2443412,2443412,0,Paid,Portal,2024-08-29,Not Audited,Underpayment,29236,54015929,High,21,Zaria,Yes,2024,January,August,August
543,100542,KAD-TIN-202500542,Hall-Hammond,Betty Berry,Corporate,Agriculture,Kachia,2024-06-18,2025,Nov,Withholding Tax,2025-01-18,,Not Filed,3081516,1235036,1846480,Partial,Pos,2025-02-09,Audited,No Issue,34205,339991715,High,97,Kaduna North,Yes,2024,June,January,February
544,100457,KAD-TIN-202500543,Hernandez LLC,Jessica Hughes,Individual,Retail,Makarfi,2024-10-27,2025,Oct,Withholding Tax,2025-10-27,,Filed,1668393,1668393,0,Paid,Portal,2025-11-06,Audited,No Issue,33510,104921767,Medium,90,Zaria,No,2024,October,October,November
545,100460,KAD-TIN-202500544,Wilson-Spence,Christopher Weber,Corporate,Retail,Kauru,2025-04-01,2025,Feb,Road Tax,2026-02-11,,Late,3120331,3120331,0,Paid,Bank Transfer,2026-02-19,Not Audited,Pending,33799,157508075,Low,92,Kaduna North,Yes,2025,April,February,February
